Retailer,Region,State,City,Product,Price per Unit,Units Sold,Total Revenue,Operating Profit,Sales Method
Foot Locker,Midwest,Missouri,St. Louis,Women's Street Footwear,25,350,8750,3063,In-store
Foot Locker,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,350,8750,3500,In-store
Foot Locker,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25,350,8750,3063,In-store
Foot Locker,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25,350,8750,3063,In-store
West Gear,West,Utah,Salt Lake City,Women's Street Footwear,25,350,8750,3063,In-store
West Gear,West,Utah,Salt Lake City,Women's Street Footwear,10,350,3500,1225,In-store
Walmart,South,Mississippi,Jackson,Men's Street Footwear,56,215,1204,650,Online
Walmart,South,Texas,Houston,Women's Athletic Footwear,30,215,645,310,Outlet
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,30,215,645,200,Outlet
Foot Locker,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,325,8125,3250,In-store
Foot Locker,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,325,8125,3250,In-store
West Gear,Midwest,Missouri,St. Louis,Women's Athletic Footwear,20,325,6500,2600,In-store
West Gear,West,Utah,Salt Lake City,Men's Athletic Footwear,25,,,2844,In-store
West Gear,West,Utah,Salt Lake City,Women's Street Footwear,15,,,1706,In-store
West Gear,West,Utah,Salt Lake City,Women's Athletic Footwear,10,,,1300,In-store
West Gear,West,Utah,Salt Lake City,Men's Apparel,20,325,6500,2275,In-store
West Gear,West,Idaho,Boise,Men's Athletic Footwear,21,215,452,176,Outlet
Sports Direct,South,Mississippi,Jackson,Men's Street Footwear,17,215,366,161,Outlet
Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,42,215,903,461,Outlet
Sports Direct,South,Texas,Houston,Men's Street Footwear,23,213,490,245,Online
Walmart,South,Texas,Houston,Men's Athletic Footwear,,,873,402,Online
Walmart,South,Texas,Houston,Women's Apparel,50,213,1065,682,Online
Kohl's,West,California,Los Angeles,Men's Street Footwear,47,213,1001,541,Online
Sports Direct,Southeast,Florida,Miami,Women's Apparel,64,,,818,Online
Walmart,Southeast,Florida,Orlando,Men's Street Footwear,87,,,760,Online
Sports Direct,South,Texas,Houston,Women's Athletic Footwear,26,213,554,277,Outlet
Sports Direct,South,Texas,Houston,Women's Athletic Footwear,28,213,596,286,Outlet
Kohl's,West,California,Los Angeles,Women's Athletic Footwear,33,213,703,295,Outlet
Sports Direct,South,Texas,Dallas,Men's Street Footwear,,,639,281,Outlet
Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,33,213,703,330,Outlet
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,47,213,1001,561,Outlet
Foot Locker,West,Arizona,Phoenix,Men's Athletic Footwear,33,213,703,323,Outlet
Sports Direct,Northeast,New York,New York,Women's Street Footwear,33,210,693,319,Online
Walmart,South,Texas,Houston,Women's Athletic Footwear,36,210,756,454,Online
Foot Locker,Midwest,Missouri,St. Louis,Women's Street Footwear,20,275,5500,1925,In-store
Foot Locker,Midwest,Missouri,St. Louis,Women's Athletic Footwear,15,275,4125,1650,In-store
Foot Locker,Midwest,Missouri,St. Louis,Men's Apparel,25,275,6875,2406,In-store
West Gear,West,California,San Francisco,Women's Street Footwear,64,210,1344,672,Online
West Gear,West,California,San Francisco,Women's Athletic Footwear,59,210,1239,607,Online
West Gear,West,California,San Francisco,Women's Street Footwear,50,210,1050,420,Online
West Gear,West,California,San Francisco,Women's Athletic Footwear,53,210,1113,445,Online
Kohl's,West,California,Los Angeles,Women's Athletic Footwear,49,210,1029,515,Online
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,62,210,1302,690,Online
Foot Locker,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,275,8250,2888,In-store
West Gear,Midwest,Indiana,Indianapolis,Women's Street Footwear,15,275,4125,1444,In-store
West Gear,Midwest,Indiana,Indianapolis,Women's Apparel,25,275,6875,2750,In-store
Sports Direct,Southeast,Florida,Miami,Men's Apparel,50,210,1050,525,Online
Sports Direct,Midwest,Montana,Billings,Men's Street Footwear,18,210,378,189,Online
Sports Direct,South,Tennessee,Knoxville,Women's Street Footwear,54,210,1134,624,Online
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,52,210,1092,710,Online
Foot Locker,West,Hawaii,Honolulu,Men's Street Footwear,67,210,1407,563,Online
Foot Locker,West,Hawaii,Honolulu,Men's Street Footwear,79,210,1659,614,Online
Walmart,Southeast,Florida,Orlando,Women's Street Footwear,80,210,1680,722,Online
West Gear,Northeast,New York,Albany,Men's Athletic Footwear,55,210,1155,520,Online
Sports Direct,Midwest,Michigan,Detroit,Women's Apparel,62,210,1302,898,Online
West Gear,South,Louisiana,New Orleans,Men's Athletic Footwear,65,210,1365,710,Online
West Gear,South,Louisiana,New Orleans,Men's Athletic Footwear,42,210,882,459,Online
Foot Locker,West,Idaho,Boise,Men's Street Footwear,46,210,966,531,Online
Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,55,210,1155,531,Online
Foot Locker,Southeast,South Carolina,Charleston,Men's Athletic Footwear,32,210,672,329,Online
Foot Locker,Midwest,North Dakota,Fargo,Women's Street Footwear,20,250,5000,1500,In-store
Foot Locker,Midwest,North Dakota,Fargo,Women's Apparel,30,250,7500,3000,In-store
Foot Locker,Midwest,Iowa,Des Moines,Women's Apparel,15,250,3750,1500,In-store
Foot Locker,Midwest,Iowa,Des Moines,Women's Apparel,20,250,5000,2000,In-store
Foot Locker,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35,250,8750,3063,In-store
West Gear,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,250,7500,2625,In-store
West Gear,Midwest,Iowa,Des Moines,Women's Street Footwear,20,250,5000,1500,In-store
West Gear,Midwest,Iowa,Des Moines,Women's Apparel,30,250,7500,3000,In-store
West Gear,Midwest,Wisconsin,Milwaukee,Women's Apparel,15,250,3750,1500,In-store
West Gear,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30,250,7500,2625,In-store
West Gear,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,250,6250,2188,In-store
West Gear,West,California,San Francisco,Women's Street Footwear,42,210,882,291,Outlet
West Gear,West,California,San Francisco,Women's Athletic Footwear,37,210,777,225,Outlet
Kohl's,West,California,Los Angeles,Women's Apparel,29,210,609,140,Outlet
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,34,210,714,207,Outlet
Kohl's,West,California,Los Angeles,Women's Street Footwear,38,210,798,359,Outlet
Kohl's,West,California,Los Angeles,Women's Apparel,49,210,1029,226,Outlet
Kohl's,West,California,Los Angeles,Men's Apparel,46,210,966,599,Outlet
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,21,210,441,176,Outlet
Sports Direct,South,Texas,Dallas,Women's Apparel,22,210,462,263,Outlet
Sports Direct,South,Tennessee,Knoxville,Women's Street Footwear,44,210,924,471,Outlet
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,31,210,651,391,Outlet
Foot Locker,Southeast,Virginia,Richmond,Men's Apparel,72,210,1512,650,Outlet
West Gear,South,Louisiana,New Orleans,Women's Street Footwear,55,210,1155,508,Outlet
West Gear,South,Louisiana,New Orleans,Women's Street Footwear,69,210,1449,681,Outlet
West Gear,West,Idaho,Boise,Men's Street Footwear,14,210,294,123,Outlet
Sports Direct,West,Idaho,Boise,Women's Street Footwear,42,210,882,370,Outlet
Kohl's,West,New Mexico,Albuquerque,Men's Athletic Footwear,45,210,945,406,Outlet
Sports Direct,South,Mississippi,Jackson,Men's Street Footwear,17,210,357,161,Outlet
West Gear,South,Texas,Houston,Men's Street Footwear,37,209,773,348,Online
Sports Direct,Southeast,Florida,Miami,Women's Athletic Footwear,54,209,1129,485,Online
Foot Locker,West,Idaho,Boise,Men's Athletic Footwear,51,209,1066,576,Online
Foot Locker,Southeast,South Carolina,Charleston,Women's Apparel,39,209,815,514,Online
Foot Locker,Southeast,South Carolina,Charleston,Women's Street Footwear,47,209,982,354,Online
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,50,209,1045,261,Outlet
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,40,209,836,418,Outlet
Foot Locker,South,Louisiana,New Orleans,Men's Athletic Footwear,20,209,418,150,Outlet
Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,39,209,815,375,Outlet
Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,42,209,878,413,Outlet
Foot Locker,Southeast,Georgia,Atlanta,Women's Athletic Footwear,25,209,523,183,Outlet
Walmart,South,Mississippi,Jackson,Women's Apparel,49,209,1024,543,Outlet
Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,45,209,941,489,Outlet
West Gear,West,California,San Francisco,Women's Apparel,67,208,1394,321,Online
Kohl's,West,California,Los Angeles,Men's Street Footwear,41,208,853,443,Online
Sports Direct,South,Texas,Dallas,Men's Street Footwear,49,208,1019,520,Online
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,53,208,1102,551,Online
West Gear,Southeast,Florida,Miami,Women's Apparel,44,208,915,549,Online
West Gear,Southeast,Florida,Miami,Women's Street Footwear,49,208,1019,357,Online
West Gear,Southeast,Florida,Miami,Men's Apparel,61,208,1269,622,Online
West Gear,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,10,225,2250,675,In-store
West Gear,Northeast,New York,Albany,Men's Street Footwear,57,208,1186,676,Online
Kohl's,West,Wyoming,Cheyenne,Men's Street Footwear,39,208,811,503,Online
Kohl's,West,Wyoming,Cheyenne,Men's Street Footwear,48,208,998,639,Online
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,30,175,5250,1575,In-store
Foot Locker,Southeast,South Carolina,Charleston,Men's Athletic Footwear,42,208,874,437,Online
Walmart,South,Texas,Houston,Men's Apparel,30,208,624,225,Outlet
Kohl's,West,California,Los Angeles,Women's Apparel,32,208,666,173,Outlet
Kohl's,West,California,Los Angeles,Women's Apparel,46,208,957,220,Outlet
Kohl's,West,California,Los Angeles,Women's Street Footwear,33,208,686,288,Outlet
Foot Locker,Midwest,Iowa,Des Moines,Women's Street Footwear,25,175,4375,1313,In-store
West Gear,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,20,175,3500,1225,In-store
Walmart,Southeast,Florida,Orlando,Men's Apparel,68,208,1414,311,Outlet
Foot Locker,Southeast,Virginia,Richmond,Women's Street Footwear,58,208,1206,446,Outlet
Foot Locker,Southeast,Virginia,Richmond,Women's Street Footwear,62,208,1290,490,Outlet
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,21,208,437,188,Outlet
West Gear,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,175,4375,1313,In-store
Foot Locker,Midwest,Iowa,Des Moines,Women's Street Footwear,10,175,1750,525,In-store
Kohl's,West,New Mexico,Albuquerque,Men's Athletic Footwear,44,208,915,403,Outlet
Sports Direct,Midwest,Michigan,Detroit,Men's Street Footwear,48,207,994,606,Online
Amazon,Midwest,Ohio,Columbus,Men's Street Footwear,42,207,869,435,Online
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,44,206,906,444,Online
West Gear,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35,175,6125,2450,In-store
West Gear,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25,175,4375,1750,In-store
West Gear,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25,175,4375,1750,In-store
West Gear,Northeast,West Virginia,Charleston,Women's Street Footwear,35,175,6125,2450,In-store
West Gear,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35,175,6125,2450,In-store
Walmart,Southeast,Florida,Orlando,Men's Athletic Footwear,77,206,1586,555,Online
Sports Direct,Midwest,Michigan,Detroit,Men's Street Footwear,52,206,1071,664,Online
West Gear,Northeast,West Virginia,Charleston,Women's Street Footwear,25,175,4375,1531,In-store
West Gear,Northeast,Maryland,Baltimore,Women's Street Footwear,25,175,4375,1531,In-store
West Gear,Northeast,Maryland,Baltimore,Women's Apparel,35,175,6125,1838,In-store
Kohl's,West,California,Los Angeles,Women's Street Footwear,38,206,783,368,Outlet
Kohl's,West,California,Los Angeles,Women's Apparel,43,206,886,195,Outlet
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,35,150,5250,1575,In-store
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,38,206,783,431,Outlet
Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,37,206,762,320,Outlet
Walmart,South,Mississippi,Jackson,Women's Apparel,42,206,865,476,In-store
Sports Direct,South,Mississippi,Jackson,Men's Street Footwear,22,206,453,199,In-store
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,15,206,309,145,In-store
West Gear,South,Arkansas,Little Rock,Men's Street Footwear,18,206,371,163,In-store
Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,40,206,824,387,In-store
Sports Direct,South,Texas,Houston,Women's Athletic Footwear,30,204,612,294,In-store
Walmart,South,Texas,Houston,Women's Athletic Footwear,36,204,734,345,In-store
West Gear,West,California,San Francisco,Women's Athletic Footwear,48,204,979,313,In-store
Kohl's,West,California,Los Angeles,Men's Apparel,46,204,938,535,In-store
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,46,204,938,253,In-store
Sports Direct,South,Tennessee,Knoxville,Women's Street Footwear,14,204,286,131,In-store
Sports Direct,South,Tennessee,Knoxville,Women's Street Footwear,37,204,755,355,In-store
West Gear,Southeast,Florida,Orlando,Women's Street Footwear,64,204,1306,431,Outlet
West Gear,Southeast,Florida,Orlando,Women's Athletic Footwear,58,204,1183,402,Outlet
West Gear,Southeast,Florida,Orlando,Women's Street Footwear,23,204,469,150,Outlet
West Gear,West,Utah,Salt Lake City,Women's Apparel,32,204,653,359,Outlet
West Gear,West,Oregon,Portland,Women's Apparel,78,204,1591,557,Outlet
Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,31,204,632,291,Outlet
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,19,204,388,174,Outlet
Kohl's,South,Oklahoma,Oklahoma City,Men's Street Footwear,18,204,367,147,Outlet
Sports Direct,South,Texas,Houston,Women's Apparel,34,203,690,442,Online
Sports Direct,South,Texas,Houston,Women's Street Footwear,34,203,690,317,Online
Walmart,South,Texas,Houston,Women's Athletic Footwear,38,203,771,440,Online
Walmart,South,Texas,Houston,Women's Athletic Footwear,48,203,974,536,Online
West Gear,West,California,San Francisco,Women's Street Footwear,55,203,1117,525,Online
West Gear,West,California,San Francisco,Men's Athletic Footwear,62,203,1259,378,Online
West Gear,West,California,San Francisco,Women's Apparel,72,203,1462,395,Online
West Gear,West,California,San Francisco,Women's Athletic Footwear,53,203,1076,377,Online
West Gear,West,California,San Francisco,Women's Athletic Footwear,51,203,1035,373,Online
Kohl's,West,California,San Francisco,Men's Street Footwear,32,203,650,331,Online
Kohl's,West,California,Los Angeles,Women's Street Footwear,48,203,974,536,Online
Kohl's,West,California,Los Angeles,Women's Apparel,59,203,1198,359,Online
Sports Direct,South,Texas,Dallas,Women's Street Footwear,59,203,1198,635,In-store
Sports Direct,South,Texas,Dallas,Women's Apparel,48,203,974,682,In-store
West Gear,West,Colorado,Denver,Men's Street Footwear,59,203,1198,623,In-store
West Gear,Southeast,Florida,Miami,Women's Street Footwear,32,203,650,260,In-store
Sports Direct,Southeast,Florida,Miami,Women's Street Footwear,47,203,954,372,In-store
Kohl's,Midwest,Montana,Billings,Men's Street Footwear,37,203,751,443,In-store
Kohl's,Midwest,Montana,Billings,Men's Street Footwear,42,203,853,495,In-store
Sports Direct,Midwest,Nebraska,Omaha,Men's Street Footwear,19,203,386,204,In-store
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,9,203,183,108,In-store
Sports Direct,South,Alabama,Birmingham,Women's Apparel,43,203,873,628,In-store
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,43,203,873,480,In-store
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,49,203,995,557,In-store
Sports Direct,South,Alabama,Birmingham,Women's Apparel,68,203,1380,1104,In-store
Walmart,Southeast,Florida,Orlando,Men's Athletic Footwear,64,203,1299,455,In-store
Foot Locker,Southeast,Virginia,Richmond,Men's Athletic Footwear,81,203,1644,822,Online
Sports Direct,Southeast,Virginia,Richmond,Men's Street Footwear,34,203,690,421,Online
Foot Locker,Midwest,Missouri,St. Louis,Men's Street Footwear,36,203,731,402,Online
Foot Locker,Midwest,Missouri,St. Louis,Men's Street Footwear,38,203,771,386,Online
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,33,203,670,335,Online
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,39,203,792,435,Online
West Gear,South,Louisiana,New Orleans,Women's Street Footwear,83,203,1685,927,Online
West Gear,South,Louisiana,New Orleans,Men's Athletic Footwear,92,203,1868,1027,Online
West Gear,West,Idaho,Boise,Men's Street Footwear,18,203,365,183,Online
Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,52,203,1056,507,Online
Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,54,203,1096,515,Online
Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,50,203,1015,558,Online
Foot Locker,Southeast,Georgia,Atlanta,Women's Athletic Footwear,34,203,690,304,Online
Sports Direct,Southeast,North Carolina,Charlotte,Women's Apparel,29,203,589,353,Online
Sports Direct,Southeast,North Carolina,Charlotte,Women's Apparel,51,203,1035,642,Online
Sports Direct,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,52,203,1056,538,Online
Sports Direct,Southeast,North Carolina,Charlotte,Women's Apparel,41,203,832,508,Online
Walmart,South,Mississippi,Jackson,Men's Street Footwear,47,203,954,515,Online
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,36,203,731,365,Online
West Gear,South,Arkansas,Little Rock,Men's Street Footwear,67,203,1360,748,Online
Sports Direct,South,Texas,Dallas,Men's Street Footwear,21,203,426,166,Outlet
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,38,203,771,363,Outlet
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,13,203,264,119,Outlet
Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,17,203,345,145,Outlet
Sports Direct,South,Tennessee,Knoxville,Women's Street Footwear,40,203,812,414,Outlet
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,24,203,487,234,Outlet
Sports Direct,South,Alabama,Birmingham,Women's Apparel,39,203,792,562,Outlet
Sports Direct,West,Idaho,Boise,Women's Street Footwear,43,203,873,393,Outlet
Sports Direct,West,Idaho,Boise,Men's Street Footwear,27,203,548,252,Outlet
Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,35,203,711,306,Outlet
Amazon,Northeast,New Hampshire,Manchester,Men's Street Footwear,48,203,974,448,Outlet
West Gear,West,California,San Francisco,Women's Apparel,67,202,1353,284,Online
West Gear,West,Colorado,Denver,Men's Street Footwear,64,202,1293,776,Online
Sports Direct,Southeast,Florida,Miami,Women's Athletic Footwear,49,202,990,436,Online
Foot Locker,Southeast,Florida,Miami,Men's Apparel,60,202,1212,594,Online
Sports Direct,South,Tennessee,Knoxville,Women's Apparel,38,202,768,514,Online
Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,42,202,848,433,Online
Kohl's,West,Wyoming,Cheyenne,Men's Street Footwear,50,202,1010,646,Online
Foot Locker,Southeast,Virginia,Richmond,Men's Athletic Footwear,76,202,1535,737,Online
West Gear,West,Idaho,Boise,Men's Athletic Footwear,52,202,1050,546,Online
Foot Locker,Southeast,South Carolina,Charleston,Women's Athletic Footwear,52,202,1050,441,Online
Foot Locker,Southeast,South Carolina,Charleston,Women's Street Footwear,43,202,869,304,Online
Sports Direct,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,55,202,1111,500,Online
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,18,202,364,135,Outlet
Sports Direct,South,Tennessee,Knoxville,Women's Street Footwear,26,202,525,231,Outlet
Sports Direct,South,Tennessee,Knoxville,Women's Apparel,43,202,869,573,Outlet
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,16,202,323,152,Outlet
West Gear,Southeast,Florida,Orlando,Women's Street Footwear,26,202,525,152,Outlet
West Gear,West,Oregon,Portland,Men's Athletic Footwear,47,202,949,389,Outlet
West Gear,West,Oregon,Portland,Men's Athletic Footwear,37,202,747,291,Outlet
Sports Direct,South,Texas,Dallas,Women's Athletic Footwear,32,201,643,354,Outlet
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,52,201,1045,261,Outlet
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,28,201,563,293,Outlet
Walmart,Southeast,Florida,Orlando,Men's Street Footwear,44,201,884,292,Outlet
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,24,201,482,227,Outlet
West Gear,West,Oregon,Portland,Women's Apparel,55,201,1106,376,Outlet
Sports Direct,West,Idaho,Boise,Men's Street Footwear,30,201,603,277,Outlet
Foot Locker,West,Arizona,Phoenix,Men's Athletic Footwear,34,201,683,321,Outlet
Sports Direct,South,Mississippi,Jackson,Men's Athletic Footwear,44,201,884,327,Outlet
Foot Locker,Midwest,Illinois,Chicago,Women's Street Footwear,40,200,8000,2800,Outlet
Foot Locker,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,200,8000,3200,Outlet
Foot Locker,Midwest,Illinois,Chicago,Women's Street Footwear,40,200,8000,2800,Outlet
Foot Locker,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,45,200,9000,3150,Outlet
West Gear,West,Colorado,Denver,Men's Apparel,45,200,9000,4500,In-store
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25,200,5000,1500,In-store
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,40,200,8000,3600,Outlet
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,35,200,7000,2100,Outlet
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,200,8000,2400,Outlet
Kohl's,Midwest,Montana,Billings,Men's Apparel,45,200,9000,5400,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Women's Apparel,35,200,7000,3500,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Women's Street Footwear,40,200,8000,2800,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,200,7000,2450,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Women's Street Footwear,40,200,8000,2800,Outlet
Amazon,Northeast,Maine,Portland,Women's Street Footwear,30,200,6000,2400,Outlet
Amazon,Northeast,Maine,Portland,Women's Street Footwear,30,200,6000,2400,Outlet
Amazon,Northeast,Maine,Portland,Women's Apparel,40,200,8000,3200,Outlet
Amazon,Northeast,Maine,Portland,Women's Street Footwear,45,200,9000,3600,Outlet
Foot Locker,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,200,1900,200,In-store
Foot Locker,Southeast,Virginia,Richmond,Women's Athletic Footwear,40,200,1800,200,In-store
Foot Locker,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30,200,3000,400,In-store
Foot Locker,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,200,2500,300,In-store
West Gear,West,Utah,Salt Lake City,Women's Athletic Footwear,40,200,2800,400,In-store
West Gear,West,Oregon,Portland,Women's Athletic Footwear,40,200,2600,300,In-store
Amazon,Midwest,Ohio,Columbus,Men's Athletic Footwear,40,200,1900,200,Online
Amazon,Southeast,Kentucky,Louisville,Women's Street Footwear,40,200,2500,3200,Online
Amazon,Southeast,Kentucky,Louisville,Women's Athletic Footwear,30,200,6000,2400,Online
Amazon,Southeast,Kentucky,Louisville,Women's Athletic Footwear,35,200,7000,2800,Online
West Gear,West,California,San Francisco,Women's Street Footwear,60,200,1200,564,Online
Kohl's,West,California,Los Angeles,Women's Apparel,60,200,1200,372,Online
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,49,200,980,470,Online
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,53,200,1060,615,In-store
Walmart,Southeast,Florida,Orlando,Men's Athletic Footwear,82,200,1640,574,In-store
Sports Direct,Southeast,Virginia,Richmond,Men's Street Footwear,34,200,680,428,In-store
West Gear,West,Oregon,Portland,Men's Street Footwear,81,200,1620,778,In-store
Foot Locker,Southeast,South Carolina,Charleston,Women's Apparel,59,200,1180,708,In-store
Foot Locker,Southeast,South Carolina,Charleston,Men's Athletic Footwear,49,200,980,441,In-store
Sports Direct,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,58,200,1160,522,In-store
Walmart,South,Texas,Houston,Women's Athletic Footwear,37,200,740,370,In-store
Sports Direct,South,Texas,Dallas,Women's Street Footwear,19,200,380,152,In-store
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,14,200,280,146,Outlet
West Gear,Southeast,Florida,Orlando,Women's Apparel,64,200,1280,614,Outlet
Foot Locker,South,Louisiana,New Orleans,Men's Street Footwear,18,200,360,115,Outlet
Foot Locker,West,Idaho,Boise,Men's Street Footwear,21,200,420,155,Outlet
Sports Direct,West,Idaho,Boise,Women's Apparel,36,200,720,418,Outlet
Sports Direct,Southeast,Georgia,Atlanta,Men's Athletic Footwear,44,200,880,370,Outlet
Kohl's,South,Oklahoma,Oklahoma City,Men's Street Footwear,55,200,1100,462,Outlet
Foot Locker,Northeast,New Hampshire,Manchester,Men's Street Footwear,49,200,980,461,Outlet
Kohl's,West,California,Los Angeles,Women's Apparel,49,198,970,262,Outlet
Sports Direct,South,Tennessee,Knoxville,Women's Athletic Footwear,29,198,574,322,Outlet
Walmart,Southeast,Florida,Orlando,Women's Apparel,66,198,1307,653,Outlet
West Gear,West,Oregon,Portland,Men's Apparel,68,198,1346,619,Outlet
West Gear,South,Louisiana,New Orleans,Women's Athletic Footwear,62,198,1228,552,Outlet
Sports Direct,Southeast,Georgia,Atlanta,Men's Athletic Footwear,38,198,752,331,Outlet
Walmart,South,Mississippi,Jackson,Men's Athletic Footwear,44,198,871,357,Outlet
Walmart,South,Arkansas,Little Rock,Women's Apparel,50,198,990,455,Outlet
Sports Direct,South,Texas,Houston,Women's Apparel,34,196,666,420,Online
Walmart,South,Texas,Houston,Men's Apparel,41,196,804,321,Online
West Gear,West,California,San Francisco,Women's Street Footwear,49,196,960,471,Online
West Gear,West,California,San Francisco,Women's Apparel,63,196,1235,284,Online
Kohl's,West,California,San Francisco,Men's Athletic Footwear,41,196,804,289,Online
Kohl's,West,California,Los Angeles,Women's Street Footwear,46,196,902,451,Online
Kohl's,West,California,Los Angeles,Women's Apparel,59,196,1156,405,Online
Sports Direct,Midwest,Illinois,Chicago,Men's Athletic Footwear,28,196,549,220,Online
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,58,196,1137,534,Online
West Gear,West,Colorado,Denver,Men's Street Footwear,63,196,1235,729,Online
West Gear,Southeast,Florida,Miami,Men's Apparel,52,196,1019,459,Online
West Gear,Southeast,Florida,Miami,Men's Apparel,58,196,1137,534,Online
Kohl's,Midwest,Montana,Billings,Men's Street Footwear,41,196,804,450,Online
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,29,196,568,318,Online
Sports Direct,Midwest,Nebraska,Omaha,Men's Athletic Footwear,29,196,568,307,Online
West Gear,Northeast,New York,Albany,Men's Athletic Footwear,56,196,1098,494,Online
Kohl's,West,Wyoming,Cheyenne,Women's Apparel,51,196,1000,360,Online
Kohl's,West,Wyoming,Cheyenne,Women's Apparel,52,196,1019,408,Online
Sports Direct,Midwest,Michigan,Detroit,Men's Street Footwear,49,196,960,605,Online
West Gear,Midwest,Missouri,St. Louis,Men's Street Footwear,23,196,451,248,Online
